character	guide_name	genename	initial_library	LB_1	LB_2	BE_1	BE_2	killing_1	killing_2	M9_1	M9_2	MOPS_1	MOPS_2
non-essential	b1076_flgE_295_1132868_1132861_+	flgE	910	540	461	477	555	462	657	152	162	216	334
non-essential	b1076_flgE_334_1132907_1132902_+	flgE	954	721	607	580	671	437	509	50	383	64	310
non-essential	b1076_flgE_334_1132907_1132903_+	flgE	705	338	268	238	216	152	155	49	38	61	94
non-essential	b1076_flgE_343_1132916_1132911_+	flgE	3665	2852	2199	2864	3025	2187	2650	2201	739	1367	1485
non-essential	b1076_flgE_343_1132916_1132912_+	flgE	2364	1786	1414	1720	1857	1047	1291	213	109	272	231
non-essential	b1076_flgE_385_1132958_1132953_+	flgE	827	624	542	536	580	986	1150	4598	3235	2455	2843
non-essential	b1076_flgE_568_1133141_1133134_+	flgE	4146	3390	2605	3436	3489	3022	3377	3523	2829	3539	3258
non-essential	b1107_nagZ_121_1164215_1164208_+	nagZ	1770	897	678	622	643	1187	1518	3416	5106	3288	5857
non-essential	b1107_nagZ_121_1164215_1164210_+	nagZ	2389	1127	913	810	846	1058	1300	5044	3061	2439	3663
non-essential	b1107_nagZ_142_1164236_1164231_+	nagZ	2312	1825	1306	1980	1924	2305	2743	1122	1353	1234	1449
non-essential	b1107_nagZ_187_1164281_1164274_+	nagZ	2227	1236	958	811	969	353	363	1	7	1	41
non-essential	b1107_nagZ_187_1164281_1164276_+	nagZ	1169	845	766	763	864	580	754	329	237	295	511
non-essential	b1107_nagZ_205_1164299_1164292_+	nagZ	3047	374	327	161	180	58	76	8	13	31	44
non-essential	b1107_nagZ_205_1164299_1164293_+	nagZ	1823	289	233	128	155	25	17	25	19	34	54
non-essential	b1107_nagZ_244_1164338_1164333_+	nagZ	3275	2429	1850	2392	2529	777	1381	1088	584	690	866
non-essential	b1107_nagZ_292_1164386_1164381_+	nagZ	2962	2135	1744	2037	2212	2546	3066	1204	950	973	1184
non-essential	b1107_nagZ_305_1164399_1164387_-	nagZ	2081	1351	912	962	998	968	1033	700	536	733	1091
essential_in_mops	b1132_hflD_49_1192583_1192571_-	hflD	1703	675	545	481	476	95	113	1	3	0	1
essential_in_mops	b1132_hflD_49_1192583_1192569_-	hflD	987	711	544	495	629	94	134	6	0	0	1
essential_in_mops	b1132_hflD_67_1192565_1192551_-	hflD	1854	844	698	580	642	99	112	1	0	2	1
essential_in_mops	b1132_hflD_67_1192565_1192550_-	hflD	3566	593	448	217	213	10	8	161	0	3	0
essential_in_mops	b1132_hflD_70_1192562_1192549_-	hflD	2776	1279	1012	927	985	186	216	20	14	27	45
essential_in_mops	b1132_hflD_70_1192562_1192548_-	hflD	1276	660	526	449	475	29	50	12	20	7	42
essential_in_mops	b1132_hflD_82_1192550_1192538_-	hflD	4950	2778	2180	2574	2657	2766	3519	1503	900	1339	1734
essential_in_mops	b1132_hflD_82_1192550_1192535_-	hflD	3700	2738	2005	2565	2699	1969	2199	419	637	661	809
essential_in_mops	b1132_hflD_235_1192397_1192385_-	hflD	4006	3086	2485	3172	3615	4579	5599	7469	6912	6694	9623
essential_in_mops	b1136_icd_49_1195171_1195167_+	icd	296	152	124	141	135	3	5	0	0	0	0
essential_in_mops	b1136_icd_194_1195316_1195302_-	icd	3239	2308	1945	2225	2497	100	116	13	4	14	3
essential_in_mops	b1136_icd_226_1195348_1195341_+	icd	1312	986	788	1027	1079	648	781	592	521	593	701
essential_in_mops	b1136_icd_226_1195348_1195344_+	icd	1399	749	551	529	583	67	79	187	35	177	75
essential_in_mops	b1136_icd_238_1195360_1195356_+	icd	1202	839	584	580	633	51	37	1	0	0	0
essential_in_mops	b1136_icd_403_1195525_1195520_+	icd	3288	2565	1886	1079	1172	106	121	78	4	140	14
essential_in_mops	b1136_icd_403_1195525_1195521_+	icd	3415	2584	1961	2014	2183	68	77	0	6	0	24
essential_in_mops	b1136_icd_3_1195125_1195110_-	icd	2812	1693	1235	662	755	81	108	24	26	36	49
essential_in_mops	b1136_icd_3_1195125_1195112_-	icd	5130	3993	3158	3339	3582	602	748	481	297	368	594
non-essential	b1139_lit_73_1198767_1198763_+	lit	1720	1209	920	1274	1318	494	661	14	3	3	9
non-essential	b1139_lit_145_1198839_1198832_+	lit	476	468	347	455	515	431	540	825	1266	816	1195
non-essential	b1139_lit_145_1198839_1198834_+	lit	1092	788	701	766	975	1412	1750	2386	2447	2442	3672
non-essential	b1139_lit_215_1198909_1198894_-	lit	2014	678	560	594	728	1178	1609	1501	1973	1982	1968
non-essential	b1139_lit_215_1198909_1198897_-	lit	2694	952	712	938	996	1070	1329	951	1063	726	1085
non-essential	b1139_lit_236_1198930_1198915_-	lit	1036	755	620	711	855	963	1210	981	2452	1453	1954
non-essential	b1139_lit_338_1199032_1199017_-	lit	2199	1846	1310	2198	2247	804	946	2247	1782	602	908
non-essential	b1139_lit_355_1199049_1199042_+	lit	7272	6007	4662	5967	6242	5477	6352	6548	5192	5956	8296
non-essential	b1139_lit_377_1199071_1199056_-	lit	3486	2241	1778	1694	1894	727	673	416	175	365	373
non-essential	b1139_lit_377_1199071_1199059_-	lit	2121	1446	1160	1253	1353	824	1032	381	1550	486	744
non-essential	b1162_bluR_68_1213992_1213988_+	bluR	3549	2997	2290	2923	2988	1268	1373	753	679	650	704
non-essential	b1162_bluR_69_1213991_1213984_+	bluR	4331	3770	2747	3417	3670	3041	3929	1442	1915	1293	1326
non-essential	b1162_bluR_70_1213990_1213976_-	bluR	653	493	424	482	519	376	441	45	26	52	39
non-essential	b1162_bluR_97_1213963_1213951_-	bluR	1265	973	783	1002	1014	985	1147	2223	1564	758	1447
non-essential	b1162_bluR_97_1213963_1213950_-	bluR	1600	1101	812	1137	1078	1362	1448	2175	811	1283	1551
non-essential	b1162_bluR_118_1213942_1213930_-	bluR	3940	1121	849	678	698	157	158	948	1307	254	146
non-essential	b1162_bluR_118_1213942_1213927_-	bluR	8329	4280	3400	3184	3245	353	473	461	456	352	224
non-essential	b1162_bluR_167_1213893_1213888_+	bluR	1209	966	693	915	891	1129	1306	1523	757	1289	1629
non-essential	b1162_bluR_223_1213837_1213825_-	bluR	4550	3462	2872	3475	3872	1712	2052	607	816	599	946
non-essential	b1162_bluR_325_1213735_1213723_-	bluR	1549	1269	973	1121	1229	587	658	67	42	74	78
non-essential	b1162_bluR_343_1213717_1213705_-	bluR	1562	710	528	513	543	8	6	0	0	0	0
non-essential	b1186_nhaB_14_1234704_1234700_+	nhaB	3520	2803	2127	3210	3098	692	758	373	217	310	311
non-essential	b1186_nhaB_14_1234704_1234699_+	nhaB	4926	2835	2291	2451	2596	1531	1751	786	649	788	1128
non-essential	b1186_nhaB_15_1234703_1234696_+	nhaB	2120	1614	1282	1481	1537	1730	2122	1801	2362	1846	2300
non-essential	b1186_nhaB_29_1234689_1234685_+	nhaB	2940	2272	1856	2315	2432	1126	1386	1717	1769	2285	3793
non-essential	b1186_nhaB_29_1234689_1234684_+	nhaB	1369	1048	842	998	1181	964	976	2061	2238	2337	3021
non-essential	b1186_nhaB_134_1234584_1234579_+	nhaB	4134	1636	1298	1334	1405	1500	1589	1481	1480	1618	2154
non-essential	b1186_nhaB_134_1234584_1234578_+	nhaB	2403	1007	723	883	858	1006	977	1027	1175	1349	1449
non-essential	b1186_nhaB_134_1234584_1234577_+	nhaB	2357	1228	1038	1155	1212	2177	2646	6822	5959	3700	5734
non-essential	b1186_nhaB_535_1234183_1234168_-	nhaB	790	622	556	550	686	235	290	90	444	91	115
non-essential	b1186_nhaB_580_1234138_1234124_-	nhaB	1166	656	475	410	441	70	53	41	87	80	206
non-essential	b1186_nhaB_667_1234051_1234039_-	nhaB	2570	2117	1771	2178	2297	2904	3242	2492	1838	1852	2319
non-essential	b1186_nhaB_698_1234020_1234015_+	nhaB	1766	947	696	778	755	258	260	79	17	109	44
non-essential	b1186_nhaB_698_1234020_1234013_+	nhaB	4229	1579	1324	1028	1128	800	1144	1138	1787	1306	2280
essential_in_both	b1260_trpA_28_1317195_1317180_-	trpA	2057	1359	1101	1172	1221	1352	1603	67	75	79	169
essential_in_both	b1260_trpA_94_1317129_1317114_-	trpA	579	397	326	366	434	368	516	97	44	140	148
essential_in_both	b1260_trpA_193_1317030_1317017_-	trpA	2174	1010	756	609	685	203	121	2	2	2	2
essential_in_both	b1260_trpA_193_1317030_1317015_-	trpA	1385	819	674	643	786	227	290	1	4	1	1
essential_in_both	b1260_trpA_238_1316985_1316971_-	trpA	2030	1516	1214	1445	1659	1347	1577	124	91	215	137
essential_in_both	b1260_trpA_238_1316985_1316970_-	trpA	2959	2038	1522	1699	1812	778	787	11	12	21	8
essential_in_both	b1260_trpA_3_1317220_1317216_+	trpA	1747	966	761	896	868	765	931	113	119	161	280
essential_in_both	b1260_trpA_3_1317220_1317214_+	trpA	2756	1567	1166	1327	1354	725	805	85	76	106	165
essential_in_both	b1261_trpB_55_1318361_1318349_-	trpB	3495	2403	1898	2449	2617	3803	4630	380	361	466	657
essential_in_both	b1261_trpB_79_1318337_1318322_-	trpB	3481	2980	2390	3108	3187	3243	3540	2120	1478	854	1061
essential_in_both	b1261_trpB_124_1318292_1318280_-	trpB	1017	770	694	801	824	489	663	25	83	30	77
essential_in_both	b1261_trpB_130_1318286_1318272_-	trpB	1616	1472	957	1203	1161	1289	1364	295	170	215	339
essential_in_both	b1261_trpB_187_1318229_1318217_-	trpB	690	353	315	299	330	165	206	4	0	3	5
essential_in_both	b1261_trpB_187_1318229_1318216_-	trpB	1203	741	619	629	769	287	501	13	133	18	20
essential_in_both	b1261_trpB_187_1318229_1318215_-	trpB	923	672	457	657	569	254	308	7	2	4	0
essential_in_both	b1261_trpB_268_1318148_1318136_-	trpB	3151	1698	1219	1147	1220	2414	2681	51	34	69	47
essential_in_both	b1261_trpB_268_1318148_1318134_-	trpB	3396	2758	1926	2602	2543	4985	5732	120	70	153	112
essential_in_both	b1261_trpB_280_1318136_1318122_-	trpB	996	567	557	406	540	252	313	69	47	139	81
essential_in_both	b1261_trpB_340_1318076_1318062_-	trpB	1264	973	787	827	1035	1283	1729	344	387	369	759
essential_in_both	b1261_trpB_340_1318076_1318061_-	trpB	1551	1149	973	1487	1578	2796	3278	529	234	297	261
essential_in_both	b1261_trpB_530_1317886_1317881_+	trpB	3385	2172	1707	1883	1835	3461	4514	104	158	134	226
essential_in_both	b1262_trpC_47_1319742_1319737_+	trpC	2628	1942	1596	1957	2162	3839	5302	612	545	842	949
essential_in_both	b1262_trpC_47_1319742_1319735_+	trpC	1520	595	441	413	447	1308	1720	78	94	120	191
essential_in_both	b1262_trpC_64_1319725_1319713_-	trpC	3641	2257	1849	1786	2117	676	852	135	374	194	442
essential_in_both	b1262_trpC_67_1319722_1319709_-	trpC	3353	2170	1650	1788	1751	1275	1263	36	95	43	161
essential_in_both	b1262_trpC_88_1319701_1319687_-	trpC	1367	1058	853	1054	1259	964	1242	81	74	72	168
essential_in_both	b1262_trpC_133_1319656_1319644_-	trpC	2009	1662	1308	1665	1702	2228	2670	1402	1630	1566	2199
essential_in_both	b1262_trpC_133_1319656_1319642_-	trpC	4230	2593	2149	2293	2731	2016	2145	168	106	218	148
essential_in_both	b1262_trpC_316_1319473_1319459_-	trpC	1584	1215	966	1357	1416	2743	3151	3545	4315	2801	3606
essential_in_both	b1262_trpC_328_1319461_1319446_-	trpC	1780	794	644	478	506	327	478	32	16	40	44
essential_in_both	b1262_trpC_367_1319422_1319409_-	trpC	1536	941	744	768	834	1872	2543	650	953	1102	2001
essential_in_both	b1262_trpC_436_1319353_1319341_-	trpC	1145	921	677	872	814	619	682	229	195	254	454
essential_in_both	b1262_trpC_436_1319353_1319338_-	trpC	1713	1346	1002	1240	1344	1793	2245	327	337	487	683
essential_in_both	b1262_trpC_445_1319344_1319332_-	trpC	2012	1227	998	984	1051	969	1072	82	107	123	202
essential_in_both	b1262_trpC_511_1319278_1319266_-	trpC	1442	811	677	582	752	725	753	386	291	579	606
essential_in_both	b1262_trpC_667_1319122_1319109_-	trpC	2134	1892	1322	1996	1966	4213	5230	1058	1119	1699	2467
essential_in_both	b1262_trpC_3_1319786_1319780_+	trpC	1364	859	647	862	878	674	853	1662	1549	934	1605
essential_in_both	b1263_trpD_58_1321327_1321315_-	trpD	2723	1860	1500	1628	1766	2061	2559	543	218	569	333
essential_in_both	b1263_trpD_58_1321327_1321314_-	trpD	1377	1199	903	1164	1074	848	1006	294	33	153	59
essential_in_both	b1263_trpD_58_1321327_1321313_-	trpD	1614	679	557	465	419	288	374	82	26	79	59
essential_in_both	b1263_trpD_112_1321273_1321260_-	trpD	3263	1693	1230	1029	1206	674	717	71	26	107	50
essential_in_both	b1263_trpD_262_1321123_1321111_-	trpD	5369	2102	1737	1660	1642	800	925	98	30	114	80
essential_in_both	b1263_trpD_349_1321036_1321024_-	trpD	3805	3149	2355	3106	3443	3944	4506	3672	5220	3420	4012
essential_in_both	b1263_trpD_349_1321036_1321023_-	trpD	4234	2876	2276	2386	2590	1461	1430	86	154	123	184
essential_in_both	b1263_trpD_532_1320853_1320839_-	trpD	3412	2593	2011	3831	3751	604	815	249	182	346	335
essential_in_both	b1263_trpD_532_1320853_1320838_-	trpD	3659	2774	2190	2501	2555	2428	2679	1201	1303	1774	2584
essential_in_both	b1263_trpD_553_1320832_1320820_-	trpD	3766	3218	2383	2416	2550	9560	12295	8262	5406	7092	9019
essential_in_both	b1263_trpD_553_1320832_1320818_-	trpD	1229	488	316	250	239	72	73	28	10	41	14
essential_in_both	b1263_trpD_571_1320814_1320799_-	trpD	3402	2381	1882	2490	2633	1175	1161	24	12	25	19
essential_in_both	b1263_trpD_625_1320760_1320747_-	trpD	1471	786	641	566	778	1260	1534	243	263	363	534
essential_in_both	b1263_trpD_631_1320754_1320739_-	trpD	7906	3739	3123	2659	2945	1101	1150	243	121	277	267
essential_in_both	b1263_trpD_643_1320742_1320728_-	trpD	789	498	363	438	452	114	138	9	2	8	19
essential_in_both	b1263_trpD_646_1320739_1320725_-	trpD	2907	2123	1614	2002	2179	1738	2062	389	526	532	938
essential_in_both	b1263_trpD_658_1320727_1320715_-	trpD	2618	1073	822	864	982	953	1263	189	103	157	186
essential_in_both	b1263_trpD_658_1320727_1320713_-	trpD	3198	1947	1478	1607	1681	884	1027	100	90	130	135
essential_in_both	b1263_trpD_658_1320727_1320712_-	trpD	2681	1221	930	874	913	1253	1559	160	176	239	359
essential_in_both	b1263_trpD_700_1320685_1320671_-	trpD	1667	1296	950	1208	1227	1114	1424	362	255	431	580
essential_in_both	b1263_trpD_700_1320685_1320670_-	trpD	3832	2641	2101	2546	2741	2152	2525	322	309	448	594
essential_in_both	b1263_trpD_3_1321382_1321378_+	trpD	2164	1648	1188	1462	1460	6253	7507	1603	2039	2361	4092
essential_in_both	b1263_trpD_3_1321382_1321376_+	trpD	1563	788	556	565	602	1423	1646	964	886	1040	1725
essential_in_both	b1264_trpE_79_1322868_1322855_-	trpE	660	595	452	624	681	928	1251	1236	1158	343	526
essential_in_both	b1264_trpE_211_1322736_1322721_-	trpE	2667	1884	1447	2093	2154	1568	2303	237	88	148	153
essential_in_both	b1264_trpE_286_1322661_1322648_-	trpE	1746	316	222	261	205	95	85	4	7	4	18
essential_in_both	b1264_trpE_286_1322661_1322646_-	trpE	2071	293	250	236	272	94	127	6	2	8	5
essential_in_both	b1264_trpE_391_1322556_1322544_-	trpE	515	350	274	290	325	283	278	260	147	324	321
essential_in_both	b1264_trpE_421_1322526_1322511_-	trpE	3939	3026	2366	2694	2980	3292	3648	626	326	835	606
essential_in_both	b1264_trpE_580_1322367_1322355_-	trpE	2411	1761	1436	1597	1827	1735	1948	551	500	748	837
essential_in_both	b1264_trpE_649_1322298_1322286_-	trpE	1343	732	584	554	558	247	280	12	19	16	44
essential_in_both	b1264_trpE_649_1322298_1322283_-	trpE	1833	1600	1056	1597	1620	1325	1388	68	65	84	124
essential_in_both	b1264_trpE_652_1322295_1322281_-	trpE	2933	2461	1902	2391	2650	3006	3384	1619	913	1225	1520
essential_in_both	b1264_trpE_718_1322229_1322214_-	trpE	733	435	271	394	304	55	45	0	0	0	1
essential_in_both	b1275_cysB_10_1333864_1333860_+	cysB	1298	626	507	320	373	384	466	48	58	71	142
essential_in_both	b1275_cysB_13_1333867_1333863_+	cysB	2200	1678	1293	1459	1596	2696	3113	498	534	842	1089
essential_in_both	b1275_cysB_106_1333960_1333953_+	cysB	1324	810	711	732	878	864	1010	110	124	170	310
essential_in_both	b1275_cysB_106_1333960_1333956_+	cysB	1358	700	615	499	599	407	513	42	57	51	141
essential_in_both	b1275_cysB_151_1334005_1334000_+	cysB	969	865	587	754	831	1208	1590	862	734	1231	1539
essential_in_both	b1275_cysB_172_1334026_1334019_+	cysB	2797	1566	1258	1068	1102	184	245	259	166	301	349
essential_in_both	b1275_cysB_172_1334026_1334020_+	cysB	7301	3460	2799	2056	2287	675	799	712	883	1166	1985
essential_in_both	b1275_cysB_172_1334026_1334021_+	cysB	5607	4183	3352	3915	4373	1235	1491	1188	978	1552	2325
essential_in_both	b1275_cysB_190_1334044_1334040_+	cysB	639	360	235	239	212	41	41	0	0	0	0
essential_in_both	b1275_cysB_266_1334120_1334108_-	cysB	2293	691	514	404	307	483	744	152	149	217	337
essential_in_both	b1275_cysB_267_1334121_1334109_-	cysB	1561	1109	899	895	1055	476	515	76	114	148	256
essential_in_both	b1275_cysB_397_1334251_1334244_+	cysB	219	221	145	194	176	34	25	3	0	2	0
essential_in_both	b1281_pyrF_184_1342104_1342097_+	pyrF	2596	2121	1670	2188	2285	4060	5113	4264	3894	4083	5434
essential_in_both	b1281_pyrF_281_1342201_1342186_-	pyrF	4536	3518	2726	3365	3482	4223	5155	143	296	145	555
essential_in_both	b1281_pyrF_281_1342201_1342189_-	pyrF	4854	3025	2374	2287	2420	7566	9452	95	66	13	10
essential_in_both	b1281_pyrF_3_1341923_1341909_-	pyrF	2145	1701	1278	1590	1658	939	1058	485	935	325	634
non-essential	b1396_paaI_19_1460489_1460484_+	paaI	1096	898	674	787	850	1056	1177	212	607	234	504
non-essential	b1396_paaI_145_1460615_1460608_+	paaI	4008	1551	1323	995	1218	731	930	449	732	640	865
non-essential	b1396_paaI_145_1460615_1460609_+	paaI	3042	1806	1347	1338	1336	711	729	120	128	147	252
non-essential	b1396_paaI_145_1460615_1460610_+	paaI	1533	894	753	743	781	593	657	240	578	332	645
non-essential	b1396_paaI_163_1460633_1460626_+	paaI	3384	1875	1416	1334	1463	1252	1538	385	201	358	417
non-essential	b1396_paaI_163_1460633_1460629_+	paaI	2223	1486	1126	1257	1331	1458	1870	616	549	579	1177
non-essential	b1396_paaI_211_1460681_1460674_+	paaI	1661	1177	981	1149	1293	1877	2443	3577	2437	2651	3836
non-essential	b1396_paaI_211_1460681_1460677_+	paaI	2404	1945	1537	2009	2050	3454	4276	3180	4023	4284	6983
non-essential	b1396_paaI_3_1460473_1460458_-	paaI	2062	1669	1181	1710	1636	1054	1026	623	180	401	291
non-essential	b1396_paaI_3_1460473_1460461_-	paaI	395	193	142	155	153	204	255	221	192	129	436
non-essential	b1443_ydcV_44_1514805_1514791_-	ydcV	4781	3796	3042	4155	4414	7067	9002	5635	6781	4695	7249
non-essential	b1443_ydcV_44_1514805_1514792_-	ydcV	5534	4702	3728	3513	3605	5854	7945	6081	7304	6126	9235
non-essential	b1443_ydcV_45_1514806_1514794_-	ydcV	3667	2423	1989	2299	2433	3574	4111	8569	3158	5766	4387
non-essential	b1443_ydcV_133_1514894_1514888_+	ydcV	4374	3478	2576	3314	3526	8848	9303	5214	6599	4699	6971
non-essential	b1443_ydcV_153_1514914_1514902_-	ydcV	4376	2747	2042	2123	2303	1526	1700	815	1092	778	871
non-essential	b1443_ydcV_169_1514930_1514926_+	ydcV	1212	1013	765	1089	1054	1163	1400	990	1652	1076	1829
non-essential	b1443_ydcV_272_1515033_1515021_-	ydcV	2270	1670	1273	1579	1732	2314	2957	3850	3002	2442	4528
non-essential	b1443_ydcV_274_1515035_1515028_+	ydcV	1148	1002	810	881	928	888	1043	278	256	283	341
non-essential	b1443_ydcV_3_1514764_1514749_-	ydcV	1416	939	819	829	1041	670	970	408	492	608	696
non-essential	b1443_ydcV_3_1514764_1514752_-	ydcV	1969	1047	858	731	807	599	678	306	321	442	595
non-essential	b1497_ydeM_31_1580760_1580747_-	ydeM	1820	900	729	732	691	145	172	127	20	31	21
non-essential	b1497_ydeM_31_1580760_1580745_-	ydeM	1031	508	339	472	423	541	464	275	109	359	168
non-essential	b1497_ydeM_133_1580658_1580643_-	ydeM	1399	1085	965	1069	1373	1154	2034	1171	2296	1246	2398
non-essential	b1497_ydeM_157_1580634_1580621_-	ydeM	2974	672	556	543	512	1432	618	2041	468	1331	409
non-essential	b1497_ydeM_157_1580634_1580620_-	ydeM	2969	823	664	713	717	375	419	51	14	84	65
non-essential	b1497_ydeM_173_1580618_1580612_+	ydeM	5084	1237	1075	951	1046	1011	1370	1445	1655	813	1385
non-essential	b1497_ydeM_232_1580559_1580547_-	ydeM	1523	886	700	695	725	832	1111	260	625	277	447
non-essential	b1497_ydeM_232_1580559_1580546_-	ydeM	1104	846	727	789	840	946	1089	319	291	410	672
non-essential	b1497_ydeM_451_1580340_1580326_-	ydeM	1356	256	201	230	201	199	184	63	42	45	58
non-essential	b1497_ydeM_550_1580241_1580226_-	ydeM	623	543	359	471	504	720	916	356	321	562	690
non-essential	b1521_uxaB_98_1610583_1610577_+	uxaB	1710	1244	970	1169	1303	1789	2134	3108	18449	2927	4755
non-essential	b1521_uxaB_99_1610582_1610575_+	uxaB	2804	1283	957	637	788	178	219	11	30	19	53
non-essential	b1521_uxaB_100_1610581_1610566_-	uxaB	535	348	289	313	357	134	239	73	47	95	112
non-essential	b1521_uxaB_494_1610187_1610180_+	uxaB	1486	859	730	850	885	216	321	20	31	37	31
non-essential	b1521_uxaB_565_1610116_1610101_-	uxaB	1327	979	821	856	935	388	453	423	147	249	425
non-essential	b1521_uxaB_572_1610109_1610103_+	uxaB	2505	709	571	393	395	378	468	545	2377	335	437
non-essential	b1521_uxaB_573_1610108_1610101_+	uxaB	2369	712	547	241	218	63	61	28	9	38	11
non-essential	b1521_uxaB_595_1610086_1610074_-	uxaB	1177	710	541	595	629	263	340	80	52	36	78
non-essential	b1521_uxaB_599_1610082_1610078_+	uxaB	1650	1159	1030	1039	1118	1004	1223	456	746	498	544
non-essential	b1521_uxaB_607_1610074_1610061_-	uxaB	1004	881	613	722	717	592	681	487	267	691	554
non-essential	b1594_mlc_16_1668549_1668537_-	mlc	866	637	624	672	812	1032	1409	910	837	230	303
non-essential	b1594_mlc_34_1668531_1668516_-	mlc	700	533	413	469	522	265	400	15	291	25	97
non-essential	b1594_mlc_43_1668522_1668510_-	mlc	1069	429	367	273	269	68	73	7	0	13	1
non-essential	b1594_mlc_43_1668522_1668508_-	mlc	1424	1080	727	932	937	518	546	115	114	180	201
non-essential	b1594_mlc_43_1668522_1668507_-	mlc	1421	1123	870	1035	1154	451	529	210	134	354	247
non-essential	b1594_mlc_79_1668486_1668472_-	mlc	921	677	492	534	532	208	289	71	80	111	189
non-essential	b1594_mlc_121_1668444_1668431_-	mlc	5785	2063	1643	896	991	208	277	48	122	77	86
non-essential	b1594_mlc_181_1668384_1668369_-	mlc	1939	1440	1174	1330	1292	408	399	38	23	46	69
non-essential	b1594_mlc_340_1668225_1668210_-	mlc	2310	1591	1251	1398	1461	380	355	101	111	150	192
non-essential	b1594_mlc_550_1668015_1668001_-	mlc	1040	693	479	452	524	152	130	18	16	32	6
non-essential	b1594_mlc_550_1668015_1668000_-	mlc	2533	1273	977	828	821	50	60	11	0	3	0
non-essential	b1594_mlc_577_1667988_1667976_-	mlc	139	104	53	87	56	13	16	2	1	3	3
non-essential	b1594_mlc_596_1667969_1667963_+	mlc	2440	1544	1242	1424	1317	309	391	1062	525	555	266
non-essential	b1596_ynfM_73_1669771_1669764_+	ynfM	1121	654	538	741	716	165	161	36	11	48	46
non-essential	b1596_ynfM_73_1669771_1669765_+	ynfM	384	305	266	340	392	452	636	487	243	412	523
non-essential	b1596_ynfM_166_1669864_1669857_+	ynfM	1287	361	318	134	157	159	288	43	9	19	47
non-essential	b1596_ynfM_166_1669864_1669859_+	ynfM	1661	1070	871	813	892	1070	1387	729	1250	424	544
non-essential	b1596_ynfM_371_1670069_1670054_-	ynfM	2450	1953	1522	1875	2005	1202	1367	710	458	621	1079
non-essential	b1596_ynfM_371_1670069_1670057_-	ynfM	1956	1057	815	946	874	362	449	57	37	83	70
non-essential	b1596_ynfM_568_1670266_1670259_+	ynfM	2453	1040	908	538	590	163	235	1	1	11	1
non-essential	b1596_ynfM_623_1670321_1670306_-	ynfM	927	498	378	314	359	232	324	222	177	349	267
non-essential	b1596_ynfM_623_1670321_1670307_-	ynfM	1218	788	578	638	666	1048	1433	1040	2159	1421	2476
non-essential	b1596_ynfM_623_1670321_1670309_-	ynfM	1450	1264	1021	1354	1353	1251	1525	1993	1263	1163	1791
essential_in_mops	b1629_rsxC_106_1707024_1707019_+	rsxC	2943	2522	1952	2318	2543	4047	4577	5280	6921	3897	5533
essential_in_mops	b1629_rsxC_145_1707063_1707056_+	rsxC	672	515	400	525	512	417	510	364	458	333	611
essential_in_mops	b1629_rsxC_145_1707063_1707059_+	rsxC	1563	522	417	291	267	37	38	38	20	39	59
essential_in_mops	b1629_rsxC_205_1707123_1707116_+	rsxC	7207	5043	4050	4553	4591	1977	2278	964	1142	515	436
essential_in_mops	b1629_rsxC_205_1707123_1707117_+	rsxC	3857	3036	2295	2741	2807	2373	3001	3055	19338	850	1539
essential_in_mops	b1629_rsxC_353_1707271_1707256_-	rsxC	5259	2148	1607	1245	1293	232	222	75	8	89	25
essential_in_mops	b1629_rsxC_353_1707271_1707257_-	rsxC	3605	2457	2047	2641	2829	1795	1999	410	191	403	423
essential_in_mops	b1629_rsxC_372_1707290_1707278_-	rsxC	1979	1598	1079	1459	1424	1983	2065	564	2221	780	650
essential_in_mops	b1629_rsxC_421_1707339_1707332_+	rsxC	701	546	346	457	426	210	229	740	79	117	212
essential_in_mops	b1629_rsxC_421_1707339_1707333_+	rsxC	523	208	184	117	162	61	79	4	7	5	26
essential_in_mops	b1629_rsxC_421_1707339_1707334_+	rsxC	631	300	220	210	148	60	61	12	15	15	19
essential_in_mops	b1629_rsxC_475_1707393_1707388_+	rsxC	1625	1145	995	1103	1233	1150	1421	240	604	335	322
essential_in_mops	b1629_rsxC_559_1707477_1707472_+	rsxC	1692	874	663	540	568	303	355	56	3	75	2
essential_in_mops	b1629_rsxC_559_1707477_1707473_+	rsxC	3111	1798	1496	1488	1655	658	766	210	221	273	438
essential_in_mops	b1629_rsxC_655_1707573_1707568_+	rsxC	4592	3193	2441	2555	2651	1078	1165	254	386	388	312
essential_in_mops	b1629_rsxC_748_1707666_1707661_+	rsxC	2137	844	619	524	549	1300	1698	813	1270	860	1148
essential_in_mops	b1629_rsxC_775_1707693_1707686_+	rsxC	2142	850	606	484	421	135	127	35	13	44	5
essential_in_mops	b1629_rsxC_775_1707693_1707687_+	rsxC	3628	1889	1404	1125	1027	665	645	48	25	67	55
essential_in_mops	b1629_rsxC_775_1707693_1707688_+	rsxC	4492	3529	2757	3151	3407	2361	3076	521	587	823	969
essential_in_mops	b1629_rsxC_820_1707738_1707731_+	rsxC	529	260	240	273	282	77	120	7	3	17	3
essential_in_mops	b1629_rsxC_932_1707850_1707835_-	rsxC	3269	2681	1990	2561	2641	1801	2175	2645	4292	1345	1780
essential_in_mops	b1629_rsxC_932_1707850_1707837_-	rsxC	3049	1575	1303	1322	1434	476	666	831	425	462	599
essential_in_mops	b1629_rsxC_933_1707851_1707839_-	rsxC	1548	753	567	477	475	130	106	12	14	15	30
