character	guide_name	genename	initial_library	LB_1	LB_2	BE_1	BE_2	killing_1	killing_2	M9_1	M9_2	MOPS_1	MOPS_2
non-essential	b2601_aroF_454_2740697_2740683_-	aroF	3124	2646	2101	2896	3054	6193	6907	9350	10176	10304	12988
non-essential	b2601_aroF_480_2740671_2740664_+	aroF	2961	1568	1281	1021	1140	58	46	8	3	11	1
non-essential	b2601_aroF_511_2740640_2740626_-	aroF	1690	1319	1043	1183	1351	682	824	815	1092	869	1721
non-essential	b2601_aroF_511_2740640_2740625_-	aroF	1147	625	572	633	621	107	145	149	76	182	206
non-essential	b2647_ypjA_3_2782724_2782719_+	ypjA	3222	2647	2056	2846	3019	4533	5298	6497	10085	5805	6790
non-essential	b2647_ypjA_196_2782531_2782519_-	ypjA	998	721	597	639	745	650	688	214	614	240	216
non-essential	b2647_ypjA_196_2782531_2782518_-	ypjA	657	529	374	437	431	480	582	430	348	400	533
non-essential	b2647_ypjA_196_2782531_2782516_-	ypjA	1216	644	534	579	695	155	174	11	0	3	13
non-essential	b2647_ypjA_199_2782528_2782515_-	ypjA	1625	944	850	827	907	331	440	64	106	95	222
non-essential	b2647_ypjA_199_2782528_2782514_-	ypjA	1785	1307	961	1371	1365	622	594	176	260	149	188
non-essential	b2647_ypjA_319_2782408_2782396_-	ypjA	1830	776	628	461	511	117	158	33	22	46	29
non-essential	b2647_ypjA_319_2782408_2782395_-	ypjA	2372	1084	791	772	727	453	505	183	92	166	177
non-essential	b2647_ypjA_319_2782408_2782393_-	ypjA	2696	1701	1242	1499	1638	1655	1859	1946	2764	1615	2608
non-essential	b2647_ypjA_373_2782354_2782341_-	ypjA	1486	810	638	686	785	646	745	239	264	381	479
non-essential	b2647_ypjA_373_2782354_2782340_-	ypjA	1394	1101	811	1184	1098	299	382	3	6	4	3
non-essential	b2647_ypjA_478_2782249_2782234_-	ypjA	1442	720	576	659	641	417	395	139	415	209	429
non-essential	b2647_ypjA_493_2782234_2782222_-	ypjA	5239	4012	3431	3727	4398	1629	2663	1610	2789	1787	4700
non-essential	b2647_ypjA_493_2782234_2782221_-	ypjA	3894	3189	2351	2882	3107	1158	1454	1559	1313	1151	1853
non-essential	b2647_ypjA_535_2782192_2782180_-	ypjA	649	405	332	366	430	123	126	40	35	70	119
non-essential	b2745_truD_3_2871302_2871297_+	truD	499	276	276	205	271	210	230	220	226	345	403
non-essential	b2745_truD_43_2871262_2871248_-	truD	5312	4142	3261	3854	4327	6421	7800	5797	5121	6966	8906
non-essential	b2745_truD_259_2871046_2871033_-	truD	2559	1895	1527	1688	1907	1198	1415	774	532	770	803
non-essential	b2745_truD_259_2871046_2871031_-	truD	3453	2267	1726	1911	2054	951	1004	612	495	763	890
non-essential	b2745_truD_263_2871042_2871035_+	truD	2596	1259	1078	934	1054	550	611	579	246	312	398
non-essential	b2745_truD_313_2870992_2870978_-	truD	1840	1363	969	1364	1300	837	834	273	194	297	240
non-essential	b2745_truD_313_2870992_2870977_-	truD	2450	1902	1575	1754	1744	1856	1882	2491	1287	1262	1145
non-essential	b2745_truD_328_2870977_2870965_-	truD	4093	2376	1776	1612	1663	399	478	52	48	91	118
non-essential	b2745_truD_328_2870977_2870963_-	truD	4224	3238	2384	2551	2691	638	620	223	20	28	41
non-essential	b2745_truD_487_2870818_2870806_-	truD	2986	2060	1616	2199	2190	1507	1704	838	3587	808	1631
non-essential	b2745_truD_487_2870818_2870805_-	truD	3332	1886	1481	1369	1421	2902	3600	6269	4742	2573	4090
non-essential	b2745_truD_487_2870818_2870803_-	truD	2220	1345	1017	1097	1213	500	654	526	1012	217	717
non-essential	b2785_rlmD_25_2914976_2914963_-	rlmD	4042	193	218	200	235	84	133	85	82	77	115
non-essential	b2785_rlmD_43_2914958_2914943_-	rlmD	1563	1106	867	1352	1345	274	263	5	7	2	21
non-essential	b2785_rlmD_97_2914904_2914890_-	rlmD	1322	689	592	404	416	93	93	15	9	32	17
non-essential	b2785_rlmD_178_2914823_2914808_-	rlmD	2209	1645	1291	1555	1639	1475	1629	2962	869	1293	1466
non-essential	b2785_rlmD_274_2914727_2914713_-	rlmD	1804	1537	1122	1493	1567	791	977	402	1400	544	393
non-essential	b2785_rlmD_274_2914727_2914712_-	rlmD	1316	992	770	1025	1080	351	393	61	74	93	93
non-essential	b2785_rlmD_298_2914703_2914690_-	rlmD	1206	866	716	986	1028	128	205	103	230	32	49
non-essential	b2785_rlmD_298_2914703_2914688_-	rlmD	841	576	424	446	520	221	225	63	18	125	22
non-essential	b2785_rlmD_301_2914700_2914686_-	rlmD	636	379	221	341	305	67	41	4	2	6	0
non-essential	b2785_rlmD_301_2914700_2914685_-	rlmD	678	443	394	469	508	52	88	13	6	17	0
non-essential	b2785_rlmD_328_2914673_2914661_-	rlmD	1938	1258	1059	1105	1138	827	777	727	1080	981	1489
non-essential	b2785_rlmD_328_2914673_2914658_-	rlmD	2598	1963	1514	1827	1889	1085	1216	899	2042	989	1819
non-essential	b2785_rlmD_375_2914626_2914619_+	rlmD	3562	2596	1965	2689	2864	1500	1631	1587	1308	1606	2082
non-essential	b2785_rlmD_424_2914577_2914565_-	rlmD	1746	938	698	714	695	71	89	41	33	52	66
non-essential	b2785_rlmD_424_2914577_2914564_-	rlmD	2572	1226	918	996	1025	1120	1350	959	1449	1259	2210
non-essential	b2786_barA_3_2915059_2915044_-	barA	2748	2007	1517	1600	1736	485	639	264	213	258	134
non-essential	b2786_barA_3_2915059_2915045_-	barA	1170	753	595	525	540	150	135	27	17	67	50
non-essential	b2786_barA_3_2915059_2915046_-	barA	1883	945	676	590	591	159	118	82	4	46	4
non-essential	b2786_barA_112_2915168_2915161_+	barA	2286	1131	893	834	912	83	76	102	43	147	88
non-essential	b2786_barA_112_2915168_2915164_+	barA	1072	778	587	822	826	204	214	119	219	204	223
non-essential	b2786_barA_118_2915174_2915167_+	barA	3078	1946	1692	1835	2070	281	255	23	11	10	3
non-essential	b2786_barA_118_2915174_2915168_+	barA	1778	1164	907	1089	1129	1169	1428	1321	1568	1260	1408
non-essential	b2786_barA_118_2915174_2915170_+	barA	2942	2110	1660	1961	2317	394	475	18	32	22	19
non-essential	b2786_barA_187_2915243_2915239_+	barA	666	511	302	468	423	138	142	73	234	136	209
non-essential	b2786_barA_208_2915264_2915259_+	barA	1135	697	546	565	567	93	91	153	7	202	11
non-essential	b2786_barA_325_2915381_2915374_+	barA	851	309	256	210	222	6	21	0	2	0	0
non-essential	b2786_barA_325_2915381_2915376_+	barA	994	748	461	622	542	67	45	4	3	10	1
non-essential	b2786_barA_355_2915411_2915405_+	barA	4713	4233	3310	4138	4440	3476	4443	4747	5249	4645	6996
non-essential	b2786_barA_355_2915411_2915407_+	barA	6216	4779	3818	4412	4689	1188	1156	788	508	941	943
non-essential	b2786_barA_658_2915714_2915709_+	barA	1514	1235	905	1064	1065	293	263	43	75	44	164
non-essential	b2803_fucK_7_2937474_2937467_+	fucK	446	349	266	307	393	49	63	12	0	14	0
non-essential	b2803_fucK_70_2937537_2937530_+	fucK	1507	1008	784	999	981	246	208	31	20	49	30
non-essential	b2803_fucK_137_2937604_2937589_-	fucK	3016	2202	1716	2179	2317	2294	2699	3556	3662	2645	3151
non-essential	b2803_fucK_142_2937609_2937602_+	fucK	1596	928	756	658	726	1012	1219	2570	2765	376	402
non-essential	b2803_fucK_146_2937613_2937599_-	fucK	2490	1990	1540	2080	2126	3016	3697	4228	5329	3097	4576
non-essential	b2803_fucK_147_2937614_2937602_-	fucK	1310	939	663	794	815	929	1096	1719	1445	1142	1084
non-essential	b2803_fucK_166_2937633_2937627_+	fucK	1507	1138	854	1014	1132	759	832	392	399	573	774
non-essential	b2803_fucK_190_2937657_2937652_+	fucK	575	475	392	489	506	449	518	800	385	400	643
non-essential	b2803_fucK_305_2937772_2937758_-	fucK	1594	689	503	508	517	353	468	92	138	95	222
non-essential	b2803_fucK_316_2937783_2937778_+	fucK	4061	3113	2277	2616	2652	2146	2491	2305	2763	2742	3178
non-essential	b2803_fucK_316_2937783_2937779_+	fucK	2246	1883	1316	2326	2053	1041	1169	3179	765	1520	1348
non-essential	b2803_fucK_370_2937837_2937830_+	fucK	4019	3324	2465	3439	3252	607	689	567	159	420	317
non-essential	b2803_fucK_425_2937892_2937877_-	fucK	2664	1852	1533	1827	2110	1751	2060	3008	3073	2059	2651
non-essential	b2803_fucK_445_2937912_2937905_+	fucK	2753	1790	1239	1396	1352	1851	2271	1671	2510	1753	3903
non-essential	b2803_fucK_445_2937912_2937907_+	fucK	2330	1521	1090	1325	1384	693	895	791	725	705	948
non-essential	b2817_amiC_43_2948968_2948954_-	amiC	2187	1702	1342	1534	1794	2204	2568	1513	3952	1801	2615
non-essential	b2817_amiC_63_2948948_2948941_+	amiC	426	178	167	152	207	9	6	0	0	0	0
non-essential	b2817_amiC_79_2948932_2948920_-	amiC	1923	1387	1097	1337	1408	612	652	54	250	55	189
non-essential	b2817_amiC_79_2948932_2948918_-	amiC	1518	1165	838	1028	1124	305	375	43	140	50	255
non-essential	b2817_amiC_79_2948932_2948917_-	amiC	3967	3212	2466	3156	3250	2555	2639	2322	1276	1669	1733
non-essential	b2817_amiC_103_2948908_2948895_-	amiC	1300	823	673	582	614	474	613	314	336	474	602
non-essential	b2817_amiC_125_2948886_2948881_+	amiC	2486	1918	1485	1859	1990	1527	1764	2161	2102	1571	2329
non-essential	b2817_amiC_169_2948842_2948828_-	amiC	546	225	194	267	249	25	15	0	0	0	0
non-essential	b2817_amiC_268_2948743_2948731_-	amiC	2663	2137	1610	1915	2099	2695	3018	3238	2768	3775	4487
non-essential	b2817_amiC_325_2948686_2948674_-	amiC	1575	557	458	564	640	1160	1513	1175	1075	1678	2215
non-essential	b2817_amiC_355_2948656_2948642_-	amiC	251	172	95	150	154	34	43	0	0	0	0
non-essential	b2817_amiC_370_2948641_2948629_-	amiC	4976	3886	2782	4046	3794	2122	2206	1187	2255	934	1236
non-essential	b2817_amiC_370_2948641_2948627_-	amiC	3794	1618	1269	985	1204	323	388	340	189	201	383
non-essential	b2817_amiC_442_2948569_2948555_-	amiC	1379	1121	801	836	854	381	410	250	229	331	450
non-essential	b2817_amiC_451_2948560_2948546_-	amiC	1233	898	737	763	763	190	190	271	323	448	451
non-essential	b2901_bglA_3_3043664_3043651_-	bglA	2742	1883	1641	2073	2335	3878	5247	2449	4134	2539	5821
non-essential	b2901_bglA_41_3043702_3043689_-	bglA	4899	2761	2178	2057	2225	3963	4916	3747	48729	5041	7611
non-essential	b2901_bglA_64_3043725_3043719_+	bglA	2023	1719	1347	1606	1589	3725	4144	4952	2539	2944	3642
non-essential	b2901_bglA_64_3043725_3043720_+	bglA	1176	1035	794	1051	1068	1251	1691	1628	3549	1246	1774
non-essential	b2901_bglA_80_3043741_3043728_-	bglA	4497	3706	2863	3661	3743	2573	2879	1951	3367	1427	1718
non-essential	b2901_bglA_313_3043974_3043967_+	bglA	1455	396	291	254	276	217	265	160	196	236	424
non-essential	b2901_bglA_313_3043974_3043968_+	bglA	3974	1858	1498	1445	1471	718	756	1253	749	920	1201
non-essential	b2901_bglA_313_3043974_3043969_+	bglA	2680	1314	1011	893	905	218	176	152	465	177	73
non-essential	b2901_bglA_427_3044088_3044082_+	bglA	1450	1029	787	1425	1419	507	556	243	150	165	328
non-essential	b2901_bglA_427_3044088_3044083_+	bglA	1256	865	774	810	898	518	685	84	126	79	74
non-essential	b2901_bglA_443_3044104_3044091_-	bglA	2196	1323	1033	1316	1300	649	910	13250	11157	3427	4740
non-essential	b2901_bglA_524_3044185_3044172_-	bglA	1149	553	459	399	446	98	147	50	84	91	199
non-essential	b2901_bglA_525_3044186_3044174_-	bglA	3069	1780	1399	1525	1606	382	391	61	67	68	146
non-essential	b2901_bglA_550_3044211_3044204_+	bglA	614	397	286	262	260	131	144	676	1096	159	317
non-essential	b2901_bglA_561_3044222_3044210_-	bglA	4889	2022	1698	1275	1388	287	340	15	15	36	49
non-essential	b2961_mutY_13_3103025_3103018_+	mutY	2392	633	518	349	383	43	37	4	4	5	4
non-essential	b2961_mutY_25_3103037_3103033_+	mutY	3394	2846	2191	2797	2927	3246	4048	695	763	953	1488
non-essential	b2961_mutY_38_3103050_3103035_-	mutY	3352	2593	1980	2745	2948	3093	3664	6464	7659	3435	5340
non-essential	b2961_mutY_38_3103050_3103038_-	mutY	1379	701	543	670	594	286	288	137	180	103	213
non-essential	b2961_mutY_39_3103051_3103039_-	mutY	2341	1232	890	1014	962	444	473	143	192	214	241
non-essential	b2961_mutY_71_3103083_3103070_-	mutY	2677	2007	1475	1799	1948	1424	1555	1100	557	1331	1181
non-essential	b2961_mutY_101_3103113_3103101_-	mutY	1129	283	241	159	211	17	19	2	32	0	59
non-essential	b2961_mutY_121_3103133_3103126_+	mutY	3347	2083	1721	2021	2035	1017	1093	209	216	253	422
non-essential	b2961_mutY_121_3103133_3103128_+	mutY	3001	2389	1901	2346	2434	2190	3184	1340	951	1364	2035
non-essential	b2961_mutY_230_3103242_3103228_-	mutY	2215	1903	1387	1663	1637	3624	4326	5039	3407	5033	5620
non-essential	b2961_mutY_283_3103295_3103291_+	mutY	3990	2213	1748	1754	1788	460	516	201	140	206	76
non-essential	b2961_mutY_461_3103473_3103459_-	mutY	3090	2040	1677	1618	1909	1457	1635	978	727	1203	1335
non-essential	b2961_mutY_495_3103507_3103495_-	mutY	666	461	368	419	462	471	640	482	333	258	559
non-essential	b2961_mutY_508_3103520_3103513_+	mutY	5747	3553	2749	2970	3031	298	288	38	37	63	78
non-essential	b4466_yghJ_298_3118815_3118803_-	yghJ	938	564	387	413	473	199	192	37	43	32	58
non-essential	b4466_yghJ_412_3118701_3118688_-	yghJ	2320	1706	1317	1483	1565	1746	2369	3525	14613	2809	7086
non-essential	b4466_yghJ_619_3118494_3118479_-	yghJ	646	427	312	342	355	128	118	9	14	10	34
non-essential	b4466_yghJ_796_3118317_3118305_-	yghJ	1730	1429	1054	1225	1310	1099	1166	802	547	792	1004
non-essential	b4466_yghJ_832_3118281_3118267_-	yghJ	3086	2366	1671	2326	2248	394	435	7	9	2	11
non-essential	b4466_yghJ_832_3118281_3118266_-	yghJ	5111	4027	3137	3577	4068	2116	2805	969	692	1395	1432
non-essential	b4466_yghJ_847_3118266_3118254_-	yghJ	1872	1146	981	942	1140	291	353	205	128	134	319
non-essential	b4466_yghJ_847_3118266_3118251_-	yghJ	2021	1443	1114	1186	1449	486	623	279	463	392	603
non-essential	b4466_yghJ_1078_3118035_3118023_-	yghJ	1215	516	392	352	353	12	30	0	1	0	0
non-essential	b4466_yghJ_1078_3118035_3118020_-	yghJ	672	486	350	415	420	227	251	37	94	35	162
non-essential	b4466_yghJ_1231_3117882_3117868_-	yghJ	644	383	289	286	272	84	71	20	7	21	12
non-essential	b4466_yghJ_1246_3117867_3117855_-	yghJ	645	524	419	531	573	360	389	342	208	381	385
non-essential	b4466_yghJ_1348_3117765_3117751_-	yghJ	2919	1802	1435	1726	1795	91	131	0	5	0	0
non-essential	b4466_yghJ_1370_3117743_3117738_+	yghJ	4153	2518	1898	1838	2087	3133	4217	8647	9630	7914	12961
non-essential	b4466_yghJ_1557_3117556_3117549_+	yghJ	1800	1433	1075	1291	1410	2335	3038	40332	2631	3786	4953
non-essential	b2976_glcB_7_3123799_3123786_-	glcB	850	627	473	486	577	196	248	21	85	25	37
non-essential	b2976_glcB_19_3123787_3123772_-	glcB	2276	1803	1493	1775	1983	1339	1727	1558	1500	1959	3110
non-essential	b2976_glcB_154_3123652_3123639_-	glcB	1881	911	771	670	733	182	162	142	229	161	468
non-essential	b2976_glcB_181_3123625_3123613_-	glcB	3147	2034	1514	1494	1610	884	857	3759	1591	808	1128
non-essential	b2976_glcB_200_3123606_3123599_+	glcB	3074	2408	1925	2157	2216	665	688	617	1132	449	386
non-essential	b2976_glcB_280_3123526_3123511_-	glcB	2362	1911	1386	1959	1877	428	419	530	305	267	618
non-essential	b2976_glcB_334_3123472_3123458_-	glcB	2186	1942	1359	1942	1956	1476	1523	2437	983	1113	1456
non-essential	b2976_glcB_334_3123472_3123457_-	glcB	4725	3529	2746	3497	3595	1376	1615	792	440	753	819
non-essential	b2976_glcB_346_3123460_3123448_-	glcB	2967	2278	1722	1830	1815	278	317	140	1241	192	60
non-essential	b2976_glcB_404_3123402_3123395_+	glcB	1685	1375	1049	1276	1398	1992	2073	1875	1717	1474	2556
non-essential	b2976_glcB_448_3123358_3123346_-	glcB	2593	2131	1663	2187	2177	843	755	5622	2286	1213	604
non-essential	b2976_glcB_493_3123313_3123301_-	glcB	3312	1225	976	710	766	184	109	117	5	134	0
non-essential	b2976_glcB_643_3123163_3123150_-	glcB	633	166	135	119	151	65	116	65	37	84	114
non-essential	b2976_glcB_643_3123163_3123148_-	glcB	819	580	390	492	459	176	170	104	88	83	105
non-essential	b2976_glcB_721_3123085_3123073_-	glcB	1073	703	482	434	445	258	272	64	29	53	77
non-essential	b3053_glnE_25_3199617_3199602_-	glnE	1179	815	620	827	874	165	193	19	9	17	6
non-essential	b3053_glnE_28_3199614_3199599_-	glnE	1325	1035	917	957	1199	1016	1275	645	560	982	1118
non-essential	b3053_glnE_35_3199607_3199600_+	glnE	2829	1472	1090	929	975	953	1325	681	908	985	1938
non-essential	b3053_glnE_37_3199605_3199592_-	glnE	1246	762	566	561	494	396	311	330	69	525	212
non-essential	b3053_glnE_127_3199515_3199503_-	glnE	1644	1253	976	1126	1267	1457	1829	1181	1887	1667	2740
non-essential	b3053_glnE_127_3199515_3199501_-	glnE	1199	650	577	455	518	310	337	163	198	221	459
non-essential	b3053_glnE_175_3199467_3199455_-	glnE	5207	4252	3445	4121	4363	5143	6694	2501	2235	1486	2243
non-essential	b3053_glnE_175_3199467_3199452_-	glnE	4237	3385	2583	3595	3643	1188	1390	301	196	349	351
non-essential	b3053_glnE_197_3199445_3199441_+	glnE	3472	2556	2013	2299	2172	3436	4276	2845	3560	3318	6002
non-essential	b3053_glnE_197_3199445_3199438_+	glnE	4900	3632	2996	3394	3395	1476	1734	875	581	920	1170
non-essential	b3053_glnE_199_3199443_3199430_-	glnE	1134	615	523	508	508	243	293	116	173	207	310
non-essential	b3053_glnE_215_3199427_3199421_+	glnE	1753	1053	758	896	887	1773	2237	1618	3730	1965	3492
non-essential	b3053_glnE_349_3199293_3199279_-	glnE	1852	1207	999	944	1063	487	540	34	28	42	36
non-essential	b3053_glnE_352_3199290_3199276_-	glnE	176	113	104	109	116	32	27	7	6	12	1
non-essential	b3053_glnE_425_3199217_3199210_+	glnE	4405	2101	1746	1573	1641	1683	2184	1547	1764	1672	2511
non-essential	b3063_ttdT_3_3208026_3208012_-	ttdT	1720	1432	1071	1358	1360	1032	1131	242	564	373	500
non-essential	b3063_ttdT_23_3208046_3208033_-	ttdT	1187	832	675	774	743	683	928	1064	1428	1643	2193
non-essential	b3063_ttdT_23_3208046_3208034_-	ttdT	1576	1074	827	906	977	421	579	615	936	710	1993
non-essential	b3063_ttdT_25_3208048_3208044_+	ttdT	3054	2534	1792	2450	2323	957	1092	1254	989	1172	1802
non-essential	b3063_ttdT_101_3208124_3208111_-	ttdT	1302	676	589	631	758	444	590	599	1586	534	830
non-essential	b3063_ttdT_212_3208235_3208221_-	ttdT	3789	2800	2291	2562	2834	3252	4041	2312	2585	3104	4976
non-essential	b3063_ttdT_212_3208235_3208223_-	ttdT	2750	1761	1347	1577	1758	2889	4038	3402	6737	4813	10062
non-essential	b3063_ttdT_213_3208236_3208224_-	ttdT	2226	1565	1111	1829	1791	185	254	97	118	167	290
non-essential	b3063_ttdT_232_3208255_3208248_+	ttdT	1638	845	621	594	582	36	24	6	0	17	0
non-essential	b3063_ttdT_232_3208255_3208249_+	ttdT	3679	2533	1920	2241	2284	484	470	124	56	140	102
non-essential	b3063_ttdT_278_3208301_3208286_-	ttdT	4067	3119	2319	3956	3724	3122	3682	2073	5876	1305	1995
non-essential	b3063_ttdT_278_3208301_3208289_-	ttdT	1502	1195	944	1046	1178	1336	1273	928	2114	1032	822
non-essential	b3063_ttdT_532_3208555_3208548_+	ttdT	2620	2158	1639	2202	2221	403	403	69	46	98	118
non-essential	b3063_ttdT_538_3208561_3208555_+	ttdT	1605	1176	1000	1113	1335	1523	2174	1883	3019	1483	2895
non-essential	b3063_ttdT_585_3208608_3208596_-	ttdT	1006	400	313	270	256	327	354	494	235	595	412
non-essential	b3095_yqjA_3_3247775_3247763_-	yqjA	1851	599	473	520	538	175	202	234	181	112	112
non-essential	b3095_yqjA_16_3247788_3247783_+	yqjA	2480	1822	1285	1140	1054	2288	2730	1920	4126	2397	3916
non-essential	b3095_yqjA_25_3247797_3247792_+	yqjA	4535	3942	2839	3485	3614	6710	7758	1068	575	816	940
non-essential	b3095_yqjA_40_3247812_3247807_+	yqjA	3429	2884	2111	2600	2656	810	858	567	403	490	892
non-essential	b3095_yqjA_40_3247812_3247808_+	yqjA	2779	1955	1544	1773	1865	583	596	250	115	223	137
non-essential	b3095_yqjA_251_3248023_3248008_-	yqjA	5660	4397	3521	4295	4405	3596	3649	10614	5821	4139	4519
non-essential	b3095_yqjA_251_3248023_3248009_-	yqjA	4738	3311	2668	3245	3453	3499	4303	4169	3118	3389	4524
non-essential	b3095_yqjA_275_3248047_3248033_-	yqjA	1842	1415	1245	1487	1687	1443	1796	309	3034	341	1268
non-essential	b3095_yqjA_305_3248077_3248063_-	yqjA	988	360	255	168	147	14	10	0	0	0	0
non-essential	b3095_yqjA_305_3248077_3248064_-	yqjA	1631	306	234	209	213	89	94	74	20	104	47
non-essential	b3095_yqjA_306_3248078_3248066_-	yqjA	1939	902	659	565	550	50	55	34	5	70	27
non-essential	b3144_yraJ_3_3288816_3288801_-	yraJ	5414	4263	3141	4554	4324	1064	1054	78	281	77	306
non-essential	b3144_yraJ_3_3288816_3288803_-	yraJ	3712	2702	2076	2604	2788	1007	1204	71	43	93	95
non-essential	b3144_yraJ_7_3288820_3288813_+	yraJ	840	539	394	384	399	91	110	275	40	97	56
non-essential	b3144_yraJ_7_3288820_3288814_+	yraJ	1898	1384	1155	1407	1427	1570	1789	2677	3378	2087	2447
non-essential	b3144_yraJ_172_3288985_3288980_+	yraJ	3448	2713	2105	2610	3031	2124	2625	1812	1191	2234	2394
non-essential	b3144_yraJ_229_3289042_3289037_+	yraJ	595	463	432	498	594	373	486	245	652	361	404
non-essential	b3144_yraJ_242_3289055_3289040_-	yraJ	2967	2245	1984	2342	2707	4069	5194	5078	5490	4317	6955
non-essential	b3144_yraJ_298_3289111_3289106_+	yraJ	602	464	382	479	538	287	273	102	34	121	64
non-essential	b3144_yraJ_307_3289120_3289113_+	yraJ	4914	2183	1764	2185	2107	199	271	75	33	88	84
non-essential	b3144_yraJ_307_3289120_3289116_+	yraJ	1886	1432	1089	1280	1428	472	423	1007	383	458	472
non-essential	b3144_yraJ_328_3289141_3289134_+	yraJ	2308	1253	975	922	994	433	499	281	191	364	378
non-essential	b3144_yraJ_328_3289141_3289135_+	yraJ	1172	683	521	554	476	310	323	182	144	255	266
non-essential	b3144_yraJ_412_3289225_3289221_+	yraJ	758	526	383	684	680	220	281	110	120	166	233
non-essential	b3144_yraJ_478_3289291_3289285_+	yraJ	1628	660	466	525	606	1343	1755	1352	3341	1853	2523
non-essential	b3144_yraJ_478_3289291_3289287_+	yraJ	1469	61	66	60	66	49	80	9	8	11	13
non-essential	b3182_dacB_55_3329017_3329010_+	dacB	797	568	435	559	646	592	647	725	329	462	676
non-essential	b3182_dacB_55_3329017_3329013_+	dacB	1488	785	559	501	574	48	69	98	2	25	0
non-essential	b3182_dacB_85_3329047_3329040_+	dacB	6161	3246	2567	2500	3015	2119	2805	3301	2599	2765	4124
non-essential	b3182_dacB_163_3329125_3329121_+	dacB	2147	1840	1413	1553	1638	1368	1280	661	341	469	639
non-essential	b3182_dacB_190_3329152_3329145_+	dacB	746	428	362	322	375	589	972	607	365	350	819
non-essential	b3182_dacB_190_3329152_3329147_+	dacB	1405	714	556	534	535	481	637	938	712	421	1023
non-essential	b3182_dacB_340_3329302_3329297_+	dacB	1307	671	537	577	603	94	78	61	34	93	39
non-essential	b3182_dacB_340_3329302_3329298_+	dacB	3134	1609	1268	1295	1528	269	232	26	5	21	6
non-essential	b3182_dacB_388_3329350_3329343_+	dacB	1330	669	552	500	541	542	765	495	702	541	945
non-essential	b3182_dacB_388_3329350_3329345_+	dacB	1013	536	343	325	385	444	566	385	411	578	799
non-essential	b3182_dacB_458_3329420_3329408_-	dacB	2504	1540	1249	1459	1585	3667	4200	9254	9280	7399	9901
non-essential	b3182_dacB_459_3329421_3329409_-	dacB	1500	1060	725	892	839	2258	2647	5566	3888	4698	6441
non-essential	b3182_dacB_472_3329434_3329429_+	dacB	1854	1132	851	750	784	426	456	852	328	375	692
non-essential	b3182_dacB_643_3329605_3329598_+	dacB	2516	1588	1272	1242	1328	521	591	853	661	1142	1226
non-essential	b3182_dacB_643_3329605_3329601_+	dacB	2316	1418	981	875	949	139	147	73	75	125	157
non-essential	b3240_aaeB_25_3388164_3388152_-	aaeB	1532	1272	1061	1165	1356	878	941	667	809	1062	1190
non-essential	b3240_aaeB_25_3388164_3388150_-	aaeB	1289	476	361	373	376	253	293	400	389	350	833
non-essential	b3240_aaeB_25_3388164_3388149_-	aaeB	1422	853	629	545	662	250	291	499	243	215	504
non-essential	b3240_aaeB_94_3388095_3388082_-	aaeB	1396	936	743	824	914	2294	3347	500	1902	701	1410
non-essential	b3240_aaeB_113_3388076_3388070_+	aaeB	1799	1408	992	1473	1563	1795	2046	2561	6497	1749	1816
non-essential	b3240_aaeB_305_3387884_3387878_+	aaeB	3995	2878	2242	2481	2500	6238	8322	8828	6190	5682	7622
non-essential	b3240_aaeB_340_3387849_3387834_-	aaeB	2011	1110	731	821	740	87	84	20	17	22	7
non-essential	b3240_aaeB_508_3387681_3387669_-	aaeB	6674	3197	2440	2579	2895	3600	5172	2480	4224	2212	4061
non-essential	b3240_aaeB_520_3387669_3387657_-	aaeB	2020	961	778	737	806	173	174	188	38	74	79
non-essential	b3240_aaeB_520_3387669_3387655_-	aaeB	1028	795	636	675	749	593	757	300	202	273	401
non-essential	b3240_aaeB_532_3387657_3387643_-	aaeB	1968	1494	1302	1354	1514	1853	2333	896	715	943	1198
non-essential	b3240_aaeB_574_3387615_3387600_-	aaeB	1001	715	488	694	717	98	114	70	94	43	140
non-essential	b3240_aaeB_775_3387414_3387402_-	aaeB	1692	1236	1023	1148	1200	1110	1228	287	254	377	567
non-essential	b3240_aaeB_844_3387345_3387331_-	aaeB	2093	1539	1147	1548	1463	721	736	382	330	531	647
non-essential	b3240_aaeB_859_3387330_3387317_-	aaeB	1938	1479	919	1047	1034	521	521	94	135	175	280
non-essential	b4472_yhdP_107_3396152_3396146_+	yhdP	6579	5053	3931	4430	4452	1871	1935	1480	1537	1783	2348
non-essential	b4472_yhdP_107_3396152_3396145_+	yhdP	6239	4004	3273	4218	4229	3035	4150	3928	4027	4305	6107
non-essential	b4472_yhdP_166_3396093_3396079_-	yhdP	1857	1316	1016	1293	1339	105	106	8	75	8	32
non-essential	b4472_yhdP_184_3396075_3396061_-	yhdP	1698	951	785	700	656	68	76	5	34	17	53
non-essential	b4472_yhdP_284_3395975_3395971_+	yhdP	5983	3868	3141	4394	4712	1524	2077	2544	1188	1889	2215
non-essential	b4472_yhdP_284_3395975_3395969_+	yhdP	5363	4189	3084	4256	4288	4998	5969	6455	6464	6498	9024
non-essential	b4472_yhdP_286_3395973_3395959_-	yhdP	1080	739	677	704	680	174	221	27	17	32	23
non-essential	b4472_yhdP_308_3395951_3395946_+	yhdP	734	545	367	445	392	108	84	58	11	37	16
non-essential	b4472_yhdP_308_3395951_3395945_+	yhdP	672	236	192	223	194	94	98	31	11	73	19
